"X1","X2","bigram"
"smartcard","activcard","smartcard activcard"
"activcard","companies","activcard companies"
"companies","rsa","companies rsa"
"rsa","security","rsa security"
"security","rsa","security rsa"
"rsa","deal","rsa deal"
"deal","internet","deal internet"
"internet","provider","internet provider"
"provider","aol","provider aol"
"aol","people","aol people"
"people","pay","people pay"
"pay","monthly","pay monthly"
"monthly","onetime","monthly onetime"
"onetime","passcode","onetime passcode"
"passcode","generation","passcode generation"
"generation","service","generation service"
"service","users","service users"
"users","physical","users physical"
"physical","token","physical token"
"token","automatically","token automatically"
"automatically","generates","automatically generates"
"generates","code","generates code"
"code","stays","code stays"
"stays","active","stays active"
"active","companies","active companies"
"companies","tokenbased","companies tokenbased"
"tokenbased","method","tokenbased method"
"method","employees","method employees"
"employees","access","employees access"
"access","networks","access networks"
"networks","securely","networks securely"
"securely","activcards","securely activcards"
"activcards","method","activcards method"
"method","complex","method complex"
"complex","trailing","complex trailing"
"trailing","onetime","trailing onetime"
"onetime","passcode","onetime passcode"
"passcode","generation","passcode generation"
"generation","technology","generation technology"
"technology","uk","technology uk"
"uk","banks","uk banks"
"banks","steve","banks steve"
"steve","ash","steve ash"
"ash","activcard","ash activcard"
"activcard","told","activcard told"
"told","bbc","told bbc"
"bbc","news","bbc news"
"news","website","news website"
"website","process","website process"
"process","identification","process identification"
"identification","difficult","identification difficult"
"difficult","ascertain","difficult ascertain"
"ascertain","individual","ascertain individual"
"individual","online","individual online"
"online","solution","online solution"
"solution","provide","solution provide"
"provide","method","provide method"
"method","combine","method combine"
"combine","user","combine user"
"user","method","user method"
"method","developed","method developed"
"developed","makes","developed makes"
"makes","chip","makes chip"
"chip","embedded","chip embedded"
"embedded","bank","embedded bank"
"bank","cards","bank cards"
"cards","special","cards special"
"special","card","special card"
"card","reader","card reader"
"reader","generate","reader generate"
"generate","unique","generate unique"
"unique","codes","unique codes"
"codes","active","codes active"
"active","amount","active amount"
"amount","time","amount time"
"time","adjusted","time adjusted"
"adjusted","time","adjusted time"
"time","active","time active"
"active","combines","active combines"
"combines","usual","combines usual"
"usual","usernames","usual usernames"
"usernames","passwords","usernames passwords"
"passwords","security","passwords security"
"security","questions","security questions"
"questions","card","questions card"
"card","reader","card reader"
"reader","enter","reader enter"
"enter","pin","enter pin"
"pin","code","pin code"
"code","transfer","code transfer"
"transfer","funds","transfer funds"
"funds","instance","funds instance"
"instance","code","instance code"
"code","authorise","code authorise"
"authorise","transaction","authorise transaction"
"transaction","clever","transaction clever"
"clever","bit","clever bit"
"bit","banks","bit banks"
"banks","secure","banks secure"
"secure","servers","secure servers"
"servers","code","servers code"
"code","validated","code validated"
"validated","banks","validated banks"
"banks","systems","banks systems"
"systems","matching","systems matching"
"matching","information","matching information"
"information","expect","information expect"
"expect","customers","expect customers"
"customers","unique","customers unique"
"unique","key","unique key"
"key","individual","key individual"
"individual","key","individual key"
"key","unique","key unique"
"unique","bit","unique bit"
"bit","virtually","bit virtually"
"virtually","impossible","virtually impossible"
"impossible","crack","impossible crack"
"crack","ash","crack ash"
"ash","means","ash means"
"means","typical","means typical"
"typical","security","typical security"
"security","attack","security attack"
"attack","explains","attack explains"
"explains","ash","explains ash"
"ash","password","ash password"
"password","information","password information"
"information","captured","information captured"
"captured","scammer","captured scammer"
"scammer","keystroke","scammer keystroke"
"keystroke","software","keystroke software"
"software","spoof","software spoof"
"spoof","websites","spoof websites"
"websites","passcode","websites passcode"
"passcode","time","passcode time"
"time","information","time information"
"information","code","information code"
"code","expired","code expired"
"expired","prove","expired prove"
"prove","ash","prove ash"
"ash","ash","ash ash"
"ash","predicts","ash predicts"
"predicts","method","predicts method"
"method","commonplace","method commonplace"
"commonplace","biometric","commonplace biometric"
"biometric","authentication","biometric authentication"
"authentication","acceptable","authentication acceptable"
"acceptable","widespread","acceptable widespread"
"widespread","pcs","widespread pcs"
"pcs","readers","pcs readers"
"readers","built","readers built"
"built","cost","built cost"
"cost","readers","cost readers"
"readers","cheap","readers cheap"
"cheap","people","cheap people"
"people","cards","people cards"
"cards","gadgets","cards gadgets"
"gadgets","carry","gadgets carry"
"carry","personal","carry personal"
"personal","digital","personal digital"
"digital","assistants","digital assistants"
"assistants","pdas","assistants pdas"
"pdas","mobiles","pdas mobiles"
"mobiles","integrated","mobiles integrated"
"integrated","card","integrated card"
"card","reader","card reader"
"reader","technology","reader technology"
"technology","pda","technology pda"
"pda","phone","pda phone"
"phone","method","phone method"
"method","alternative","method alternative"
"alternative","people","alternative people"
"people","carrying","people carrying"
"carrying","phones","carrying phones"
"phones","mobile","phones mobile"
"mobile","networks","mobile networks"
"networks","seek","networks seek"
"seek","turbo","seek turbo"
"turbo","boost","turbo boost"
"boost","thirdgeneration","boost thirdgeneration"
"thirdgeneration","mobile","thirdgeneration mobile"
"mobile","networks","mobile networks"
"networks","faster","networks faster"
"faster","deliver","faster deliver"
"deliver","fast","deliver fast"
"fast","internet","fast internet"
"internet","surfing","internet surfing"
"surfing","move","surfing move"
"move","exciting","move exciting"
"exciting","services","exciting services"
"services","messages","services messages"
"messages","mobile","messages mobile"
"mobile","industry","mobile industry"
"industry","gsm","industry gsm"
"gsm","world","gsm world"
"world","congress","world congress"
"congress","cannes","congress cannes"
"cannes","fast","cannes fast"
"fast","networks","fast networks"
"networks","focus","networks focus"
"focus","shifted","focus shifted"
"shifted","evolution","shifted evolution"
"evolution","bandwidth","evolution bandwidth"
"bandwidth","service","bandwidth service"
"service","global","service global"
"global","mobile","global mobile"
"mobile","suppliers","mobile suppliers"
"suppliers","association","suppliers association"
"association","gsm","association gsm"
"gsm","siemens","gsm siemens"
"siemens","system","siemens system"
"system","transmits","system transmits"
"transmits","faster","transmits faster"
"faster","mobile","faster mobile"
