"X1","X2","bigram","label"
"proposals","lacked","proposals lacked","politics"
"lacked","compulsion","lacked compulsion","politics"
"compulsion","couples","compulsion couples","politics"
"couples","develop","couples develop","politics"
"develop","plan","develop plan","politics"
"plan","source","plan source","politics"
"source","court","source court","politics"
"court","stand","court stand","politics"
"stand","minimum","stand minimum","politics"
"minimum","access","minimum access","politics"
"access","people","access people","politics"
"people","agreements","people agreements","politics"
"agreements","fall","agreements fall","politics"
"fall","parton","fall parton","politics"
"parton","told","parton told","politics"
"told","childrens","told childrens","politics"
"childrens","minister","childrens minister","politics"
"minister","margaret","minister margaret","politics"
"margaret","hodge","margaret hodge","politics"
"hodge","time","hodge time","politics"
"time","pass","time pass","politics"
"pass","bill","pass bill","politics"
"bill","parliament","bill parliament","politics"
"parliament","election","parliament election","politics"
"election","conservatives","election conservatives","politics"
"conservatives","called","conservatives called","politics"
"called","equal","called equal","politics"
"equal","split","equal split","politics"
"split","parents","split parents","politics"
"parents","access","parents access","politics"
"access","law","access law","politics"
"law","theresa","law theresa","politics"
"theresa","shadow","theresa shadow","politics"
"shadow","secretary","shadow secretary","politics"
"secretary","family","secretary family","politics"
"family","told","family told","politics"
"told","bbc","told bbc","politics"
"bbc","radio","bbc radio","politics"
"radio","programme","radio programme","politics"
"programme","governments","programme governments","politics"
"governments","plans","governments plans","politics"
"plans","inadequate","plans inadequate","politics"
"inadequate","papering","inadequate papering","politics"
"papering","cracks","papering cracks","politics"
"cracks","current","cracks current","politics"
"current","system","current system","politics"
"system","conservative","system conservative","politics"
"conservative","government","conservative government","politics"
"government","bring","government bring","politics"
"bring","radical","bring radical","politics"
"radical","reform","radical reform","politics"
"reform","family","reform family","politics"
"family","courts","family courts","politics"
"courts","enforcing","courts enforcing","politics"
"enforcing","legal","enforcing legal","politics"
"legal","presumption","legal presumption","politics"
"presumption","coparenting","presumption coparenting","politics"
"coparenting","compulsory","coparenting compulsory","politics"
"compulsory","mediation","compulsory mediation","politics"
"mediation","courts","mediation courts","politics"
"courts","resort","courts resort","politics"
"resort","resort","resort resort","politics"
"resort","added","resort added","politics"
"added","government","added government","politics"
"government","children","government children","politics"
"children","simply","children simply","politics"
"simply","divided","simply divided","politics"
"divided","property","divided property","politics"
"property","marriage","property marriage","politics"
"marriage","collapses","marriage collapses","politics"
"collapses","liberal","collapses liberal","politics"
"liberal","democrats","liberal democrats","politics"
"democrats","argued","democrats argued","politics"
"argued","flexibility","argued flexibility","politics"
"flexibility","deciding","flexibility deciding","politics"
"deciding","access","deciding access","politics"
"access","rules","access rules","politics"
"rules","rigid","rules rigid","politics"
"rigid","targets","rigid targets","politics"
"targets","mps","targets mps","politics"
"mps","debate","mps debate","politics"
"debate","euthanasia","debate euthanasia","politics"
"euthanasia","laws","euthanasia laws","politics"
"laws","mps","laws mps","politics"
"mps","preparing","mps preparing","politics"
"preparing","debate","preparing debate","politics"
"debate","bill","debate bill","politics"
"bill","critics","bill critics","politics"
"critics","claim","critics claim","politics"
"claim","legalise","claim legalise","politics"
"legalise","euthanasia","legalise euthanasia","politics"
"euthanasia","door","euthanasia door","politics"
"door","bill","door bill","politics"
"bill","legal","bill legal","politics"
"legal","force","legal force","politics"
"force","living","force living","politics"
"living","wills","living wills","politics"
"wills","people","wills people","politics"
"people","medical","people medical","politics"
"medical","treatment","medical treatment","politics"
"treatment","withheld","treatment withheld","politics"
"withheld","severely","withheld severely","politics"
"severely","incapacitated","severely incapacitated","politics"
"incapacitated","mental","incapacitated mental","politics"
"mental","capacity","mental capacity","politics"
"capacity","bill","capacity bill","politics"
"bill","broad","bill broad","politics"
"broad","support","broad support","politics"
"support","charities","support charities","politics"
"charities","safeguards","charities safeguards","politics"
"safeguards","treatment","safeguards treatment","politics"
"treatment","christian","treatment christian","politics"
"christian","doctors","christian doctors","politics"
"doctors","withholding","doctors withholding","politics"
"withholding","food","withholding food","politics"
"food","fluids","food fluids","politics"
"fluids","inappropriate","fluids inappropriate","politics"
"inappropriate","ministers","inappropriate ministers","politics"
"ministers","insist","ministers insist","politics"
"insist","mental","insist mental","politics"
"mental","capacity","mental capacity","politics"
"capacity","bill","capacity bill","politics"
"bill","england","bill england","politics"
"england","wales","england wales","politics"
"wales","change","wales change","politics"
